Id,Title,Short Description,Product_link,Description,Product Name,Product Brand,Outfit Name,Outfit Description,Outfit Image,Movie/Show,Series Description,Series No,Episode,Celebrity Name,Character Name,Celebrity Image,Celebrity Type,Image1,Image2,Media,Buy,Buy Link,Extra_description,Source,Key works,In House,In House Price,Why we Like it,Who will this suit,Region,Year ,Video,Exact Image,Exact Store,Exact Price,Exact BuyLink,Similar Image,Similar Store,Similar Price,Similar BuyLink,Get It Second Hand
69029,13 Reasons Why: Season 2 Episode 10 Sheri’s Multi Striped Ribbed Sweater,,https://www.shopyourtv.com/13-reasons-why-season-2-episode-10-sheris-multi-striped-ribbed-sweater/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2018/05/13rw-35-420x322.png,Mainstream,,,,,,,Shopurtv,,,,,,,,,,,,,,,,,[]
29956,13 Reasons Why: Season 2 Episode 3 Jessica’s Patch Printed Ruched Dress,,https://www.shopyourtv.com/13-reasons-why-season-2-episode-3-jessicas-patch-printed-ruched-dress/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2018/05/13rw-74-420x314.png,Mainstream,,,,,,,Shopurtv,,,,,,,,,,,,,,,,,[]
59416,13 Reasons Why: Season 1 Episode 8 Zach’s Grey Stripe Jacket,,https://www.shopyourtv.com/13-reasons-season-1-episode-8-zachs-grey-stripe-jacket/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2017/04/1x07-13-REasons-Zach-adidas.png,Mainstream,,,,,,,Shopurtv,,,,,,,,,,,,,,,,,[]
43213,13 Reasons Why: Season 4 Episode 1 Jessica’s Silver Necklace,,https://www.shopyourtv.com/13-reasons-why-season-4-episode-1-jessicas-silver-necklace/,Silver Necklace,['Kendra Scott Elisa Necklace'],,,,,['13 Reasons Why'],,,"['4x01 - ""Winter Break""']",['Alisha Boe'],,https://www.shopyourtv.com/wp-content/uploads/2020/06/kRibbed-Stripe-Sweater-12-420x325.jpg?v=1591348294,Mainstream,,,,– $58.00,https://api.shopstyle.com/action/apiVisitRetailer?id=823143714&pid=uid2416-8012804-55,,Shopurtv,,,,,,,,,,,,,,,,,[]
14441,13 Reasons Why: Season 2 Episode 4 Marcus’ Grey Bomber Jacket,,https://www.shopyourtv.com/13-reasons-why-season-2-episode-4-marcus-grey-bomber-jacket/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2018/05/ghosted-1x04-17-420x332.png,Mainstream,,,,,,,Shopurtv,,,,,,,,,,,,,,,,,[]
94384,13 Reasons Why: Season 2 Episode 3 Tony’s Quilted Shoulder Jacket,,https://www.shopyourtv.com/13-reasons-why-season-2-episode-3-tonys-quilted-shoulder-jacket/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2018/05/13-reasons-why-2x01-22-420x356.png,Mainstream,,,,,,,Shopurtv,,,,,,,,,,,,,,,,,[]
99825,13 Reasons Why: Season 1 Episode 13 Mrs Down’s Pink Turtleneck Sweater,,https://www.shopyourtv.com/13-reasons-season-1-episode-13-mrs-downs-pink-turtleneck-sweater/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2017/04/1x13-13-Reasons-Pink-Turtle-Neck.png,Mainstream,,,,,,,Shopurtv,,,,,,,,,,,,,,,,,[]
10856,13 Reasons Why: Season 1 Episode 7 Zach’s Neon Grey Jacket,,https://www.shopyourtv.com/13-reasons-season-1-episode-7-zachs-neon-grey-jacket/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2017/04/1x07-13-REasons-Zach-Nike-Jacket.png,Mainstream,,,,,,,Shopurtv,,,,,,,,,,,,,,,,,[]
78730,13 Reasons Why: Season 1 Episode 9 Zach’s Printed Sleeve Hoodie,,https://www.shopyourtv.com/13-reasons-season-1-episode-9-zachs-printed-sleeve-hoodie/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2017/05/13-Reasons.jpg,Mainstream,,,,,,,Shopurtv,,,,,,,,,,,,,,,,,[]
24372,13 Reasons Why: Season 3 Episode 12 Nora’s Black Leggings,,https://www.shopyourtv.com/13-reasons-why-season-3-episode-12-noras-black-leggings/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2019/08/luluraccer-1-420x401.jpg,Mainstream,,,,,,,Shopurtv,,,,,,,,,,,,,,,,,[]
88395,13 Reasons Why: Season 3 Episode 13 Jessica’s Leather Zip Front Skirt,,https://www.shopyourtv.com/13-reasons-why-season-3-episode-13-jessicas-leather-zip-front-skirt/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2019/08/jessica-zip-front-skirt-420x344.jpg,Mainstream,,,,,,,Shopurtv,,,,,,,,,,,,,,,,,[]
98286,13 Reasons Why: Season 3 Episode 4 Clay’s Grey Backpack,,https://www.shopyourtv.com/13-reasons-why-season-3-episode-4-clays-grey-backpack/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2019/08/ckat-vaf-420x359.jpg,Mainstream,,,,,,,Shopurtv,,,,,,,,,,,,,,,,,[]
77471,13 Reasons Why: Season 1 Episode 10 Sheri’s Black Bow Flats,,https://www.shopyourtv.com/13-reasons-season-1-episode-10-sheris-black-bow-flats/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2017/04/13-Reasons-Why-1x10-Sheri-Flats.png,Mainstream,,,,,,,Shopurtv,,,,,,,,,,,,,,,,,[]
83408,13 Reasons Why: Season 3 Episode 11 Ani’s Striped Sweater,,https://www.shopyourtv.com/13-reasons-why-season-3-episode-11-anis-striped-sweater/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2019/08/High-School-musical-7-420x331.jpg,Mainstream,,,,,,,Shopurtv,,,,,,,,,,,,,,,,,[]
45280,13 Reasons Why: Season 3 Episode 9 Justin’s Contrast Collar Denim Jacket,,https://www.shopyourtv.com/13-reasons-why-season-3-episode-9-justins-contrast-collar-denim-jacket/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2019/08/13rw-13x07-20-420x338.jpg,Mainstream,,,,[],,,Shopurtv,,,,,,,,,,,,,,,,,[]
91475,13 Reasons Why: Season 3 Episode 10 Olivia Baker’s Tan Wrap Coat,,https://www.shopyourtv.com/13-reasons-why-season-3-episode-10-olivia-bakers-tan-wrap-coat/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2019/08/13rw-13x07-26-420x344.jpg,Mainstream,,,,,,,Shopurtv,,,,,,,,,,,,,,,,,[]
76819,13 Reasons Why: Season 1 Episode 2 Jessica’s Purple Tank Top,,https://www.shopyourtv.com/13-reasons-season-1-episode-2-jessicas-purple-tank-top/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2017/04/1x02-Jessica-Purple-Tank-Top.png,Mainstream,,,,,,,Shopurtv,,,,,,,,,,,,,,,,,[]
25829,13 Reasons Why: Season 1 Episode 4 Hannah’s Double Buckle Boots,,https://www.shopyourtv.com/13-reasons-season-1-episode-4-hannahs-double-buckle-boots/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2017/04/1x04-13-Reasons-Why-Buckle-Boots.png,Mainstream,,,,,,,Shopurtv,,,,,,,,,,,,,,,,,[]
95004,13 Reasons Why: Season 3 Episode 1 Alex’s Burgundy Polo Tee,,https://www.shopyourtv.com/13-reasons-why-season-3-episode-1-alexs-burgundy-polo-tee/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2019/08/13RW-3x01-5-420x278.jpg,Mainstream,,,,,,,Shopurtv,,,,,,,,,,,,,,,,,[]
39192,13 Reasons Why: Season 3 Episode 3 Ani’s Black Boots,,https://www.shopyourtv.com/13-reasons-why-season-3-episode-3-anis-black-boots/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2019/08/Ani-Camo-1-420x334.jpg,Mainstream,,,,,,,Shopurtv,,,,,,,,,,,,,,,,,[]
36082,13 Reasons Why: Season 4 Episode 10 Jessica’s Grey Drawstring Sweater,,https://www.shopyourtv.com/13-reasons-why-season-4-episode-10-jessicas-grey-drawstring-sweater/,Grey Drawstring Front Sweater,['Splendid Long Sleeve PJ Top in Skyway'],,,,,['13 Reasons Why'],,,"['4x10 - ""Graduation""']",['Alisha Boe'],,https://www.shopyourtv.com/wp-content/uploads/2020/06/drawestr-420x333.jpg?v=1591363916,Mainstream,,,,– $18,https://rstyle.me/+IU598H4rQg-zHn-jS7XzsA,,Shopurtv,,,,,,,,,,,,,,,,,[]
48282,13 Reasons Why: Season 1 Episode 2 Bryce’s Pink Polo,,https://www.shopyourtv.com/13-reasons-season-1-episode-2-bryces-pink-polo/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2017/04/1x02-Bryce-Walker-Pink-Polo.png,Mainstream,,,,,,,Shopurtv,,,,,,,,,,,,,,,,,[]
62308,13 Reasons Why: Season 3 Episode 10 Tony’s Leather Biker Jacket,,https://www.shopyourtv.com/13-reasons-why-season-3-episode-10-tonys-leather-biker-jacket/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2019/08/13rw-13x07-28-420x326.jpg,Mainstream,,,,,,,Shopurtv,,,,,,,,,,,,,,,,,[]
85747,13 Reasons Why: Season 4 Episode 3 Ani’s Green Overalls,,https://www.shopyourtv.com/13-reasons-why-season-4-episode-3-anis-green-overalls/,Overalls with Thin Straps,['Anthropologie Asha Bib-Front Utility Overalls'],,,,,['13 Reasons Why'],,,"['4x03 - ""Valentine\'s Day""']",['Grace Saif'],,https://www.shopyourtv.com/wp-content/uploads/2020/06/kRibbed-Stripe-Sweater-16-420x347.jpg?v=1591361977,Mainstream,,,,– Sold Out,https://shopstyle.it/l/biscw,,Shopurtv,,,,,,,,,,,,,,,,,[]
43125,13 Reasons Why: Season 1 Episode 11 Clay’s Black/Red Headphones,,https://www.shopyourtv.com/13-reasons-season-1-episode-11-clays-blackred-headphones/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2017/04/1x11-13-Reasons-Clay-Beats.png,Mainstream,,,,,,,Shopurtv,,,,,,,,,,,,,,,,,[]
73099,13 Reasons Why: Season 2 Episode 1 Hannah’s Blue Denim Jacket,,https://www.shopyourtv.com/13-reasons-why-season-2-episode-1-hannahs-blue-denim-jacket/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2018/05/13-reasons-why-2x01-5-420x329.png,Mainstream,,,,,,,Shopurtv,,,,,,,,,,,,,,,,,[]
44062,13 Reasons Why: Season 2 Episode 9 Tony’s Washed Biker Jacket,,https://www.shopyourtv.com/13-reasons-why-season-2-episode-9-tonys-washed-biker-jacket/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2018/05/13rw-25-420x318.png,Mainstream,,,,[],,,Shopurtv,,,,,,,,,,,,,,,,,[]
12554,13 Reasons Why: Season 1 Episode 4 Marcus’ Navy Blue Hoodie,,https://www.shopyourtv.com/13-reasons-season-1-episode-4-marcus-navy-blue-hoodie/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2017/04/1x04-13-Reasons-Why-Marcus-Jacket.png,Mainstream,,,,,,,Shopurtv,,,,,,,,,,,,,,,,,[]
96488,13 Reasons Why: Season 1 Episode 7 Sheri’s Floral Bodycon Dress,,https://www.shopyourtv.com/13-reasons-season-1-episode-7-sheris-floral-bodycon-dress/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2017/06/1x07-13rw.png,Mainstream,,,,,,,Shopurtv,,,,,,,,,,,,,,,,,[]
98244,13 Reasons Why: Season 1 Episode 7 Lainie’s Run Shirt,,https://www.shopyourtv.com/13-reasons-season-1-episode-7-lainies-run-shirt/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2017/04/1x07-13-Reasons-Why-Nike-Jacket.png,Mainstream,,,,,,,Shopurtv,,,,,,,,,,,,,,,,,[]
61295,13 Reasons Why: Season 3 Episode 3 Jessica’s Orange V Neck Tee,,https://www.shopyourtv.com/13-reasons-why-season-3-episode-3-jessicas-orange-v-neck-tee/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2019/08/jess-420x365.jpg,Mainstream,,,,,,,Shopurtv,,,,,,,,,,,,,,,,,[]
31690,13 Reasons Why: Season 2 Episode 3 Courtney’s Stone Printed Cardigan,,https://www.shopyourtv.com/13-reasons-why-season-2-episode-3-courtneys-stone-printed-cardigan/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2018/05/13-reasons-why-2x01-19-420x305.png,Mainstream,,,,,,,Shopurtv,,,,,,,,,,,,,,,,,[]
15426,13 Reasons Why: Season 4 Episode 7 Estela’s Green & Black Checked Bomber Jacket,,https://www.shopyourtv.com/13-reasons-why-season-4-episode-7-estelas-green-black-checked-bomber-jacket/,Green & Black Checked Bomber Jacket,['A.L.C. Checked wool bomber jacket'],,,,,['13 Reasons Why'],,,"['4x07 - ""College Interview""']",['Inde Navarrette'],,https://www.shopyourtv.com/wp-content/uploads/2020/06/estella-420x323.jpg?v=1591498929,Mainstream,,,,– $172,https://rstyle.me/+O4giWDU4ByEgGnKFTZGChw,,Shopurtv,,,,,,,,,,,,,,,,,[]
20158,13 Reasons Why: Season 1 Episode 5 Turtle Print Dress,,https://www.shopyourtv.com/13-reasons-season-1-episode-5-turtle-print-dress/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2017/04/1x05-13-Reasons-Why-Turtle-Print-Dress.png,Mainstream,,,,,,,Shopurtv,,,,,,,,,,,,,,,,,[]
13962,13 Reasons Why: Season 2 Episode 9 Jessica’s Cactus Print Tee,,https://www.shopyourtv.com/13-reasons-why-season-2-episode-9-jessicas-cactus-print-tee/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2018/05/13rw-27-420x327.png,Mainstream,,,,,,,Shopurtv,,,,,,,,,,,,,,,,,[]
83054,13 Reasons Why: Season 1 Episode 5 Courtney’s Tie Neck Blouse,,https://www.shopyourtv.com/13-reasons-season-1-episode-5-courtneys-tie-neck-blouse/,[],[],,,,,[],,,[],[],,https://www.shopyourtv.com/wp-content/uploads/2017/04/1x05-13-Reasons-Why-Courtney-Tie-Neck.png,Mainstream,,,,,,,Shopurtv,,,,,,,,,,,,,,,,,[]
